gene_name_reference,GSM2734272,GSM2734271,GSM2734273,GSM2734267,GSM2734268,GSM2734269,GSM2734274,GSM2734270
RN7SKP80,4990.384985640665,5408.0058113412,4268.506739625952,4324.852254816557,2721.6574842556115,3762.750036061637,2823.751415505364,1941.6920403751576
SNORD17,2945.691745661088,3145.052785681325,5156.890794566413,2089.3366673725886,4123.119816948454,4879.707436114211,7110.5990575900505,781.0545238532702
CDK6,107.98030842163134,121.5406300517189,120.06199292454518,81.9092271310754,54.46508357925142,48.53072040159608,75.98899757045861,88.7535982517087
DDX17,146.5725133905592,104.99648906335904,54.36499500769656,79.78159535599936,94.01430693558176,91.55778023892891,110.72500334743688,155.1421775909921
RPL23,326.4601542453657,233.16364223611748,63.10367791756401,337.4034194824715,265.77322030740044,129.90213139961128,31.47242198362765,305.2770889399208
HNRNPH1,99.80644171272792,90.15054819910692,206.4477862043304,100.61592182815612,96.7908968341687,74.43920590609999,119.7898042619877,99.29343829333534
HLA-E,361.9702249032123,287.2186990452463,484.89231324427766,401.441578940904,553.9918364647912,479.0145858182685,63.41590537014774,476.82919977995095
RPL6,416.319369195753,298.21976183919475,114.84317580671087,376.8241929923345,314.5905601865824,170.92784650902266,45.774065932522014,445.1435793914892
RPLP2,954.0351585679904,756.0531953014499,310.4300703499921,661.9255077502545,1016.5544924462134,302.72475402469075,77.49325073387803,673.2589186756982
RPS7,319.70821017112394,235.2754022485888,116.46972527836256,294.889339333442,262.1827601307466,143.91478338398218,31.41742311550263,312.46446976994827
SPTBN1,105.121517621263,125.08061140564466,26.562088452355,59.01072012928572,40.62499360612841,64.8265224015625,9.604997086179234,45.35148839402417
TUBA1B,591.9609799586149,525.7017813833966,77.3447360415719,292.1886078241082,418.4956515334701,108.49791404156892,46.43202204062037,421.287784073523
ENO1,303.9795665173416,350.07520210356,57.15360436460248,437.0416708636844,361.904172041374,265.9334233570028,73.01568466859719,558.9578362007869
EIF4B,279.1330744629646,227.9920911122443,64.30369762060462,218.2355945417358,216.66752013375003,133.16388679018172,37.56974283647873,290.22763625104443
